topic,representativeness_score,doc_id,source_type,synthetic_type,bertopic_token_count,bertopic_source_text,bertopic_clean_text,representative_rank
2,0.10292967908096709,sentiment_original_ai4t_wp3_d3_3_nr_ireland,original,not_synthetic,74,"Impact of the professional learning experience on knowledge and perceptions of AI (15-20 minutes)

- 1) Have you gained any personal benefits from the professional learning experience? 2. -Which ones? 3. -Was it worth your effort? - 2) What have you learned about AI? 5. -Do you feel like you understand better what AI is and how it works thanks to the professional learning pathway? 6. -Is the concept of AI clear for you now? 7. -Which tools or situations do you think about when you think about AI? [If not specific to the field of education What about AI for education?]
- 3) Has your engagement in the AI4T professional learning experience changed your perception of AI? 9. -Are you more or less interested in AI now? 10. -Do you discuss AI with your friends or colleagues? 11. -In your opinion, what are the greatest benefits of using AI in schools? 12. -Do you think AI applications that exist today bring added value to teaching? - 4) What do you think are the greatest risks and preoccupations when it comes to using AI in schools? 14. -Are you aware that some companies collect the data of users? Is this a problem according to you? And if so, why? [The interviewer can give an example of an AI tool used in education]
15. -Do you think that teachers and students should be aware of the presence of AI in digital tools? And if so, why? 16. -Do you think AI tools can be biased and what could be the consequences of this? [The interviewer can give examples of biases]
17. -Do you think the development of AI could reinforce the role of economic interests in the field of education? - 5) What message would you like to send to AI developers and policy makers with regards to ethics?",impact professional experience knowledge perception gain personal benefit professional experience worth effort learn feel thanks professional concept clear situation think think field engagement professional experience perception interested discus friend colleague opinion great benefit think exist today bring add value teach think great risk preoccupation come aware company collect user problem accord interviewer think teacher student aware presence think bias consequence interviewer examples bias think reinforce economic interest field message send developer maker regard ethic,1
2,0.0945491993823607,sentiment_original_ai4t_wp3_d3_3_nr_ireland,original,not_synthetic,72,"2. Impact of learning experience on knowledge and perceptions of AI. 1. Professional learning experience

- a. Learning days
- b. MOOC
3. -Positives: learning about AI, contained information in French
4. -Negatives: information overload, information relevance
- c. Online sessions
6. -Clarification, exchanging ideas
- d. General comments on design of AI4T
8. -Synergy between components, benefits of multiple subjects, benefits of hybrid approach

- Positives: learning about AI, engagement, exchange of ideas

- Negatives: unclear learning intentions, lack of classroom relevance

2. Impact of learning experience on knowledge and perceptions of AI

- a. Personal effects of participation: awareness of AI, ubiquity of AI, increased interest in AI
- b. Professional effects: reflecting on pedagogy, encouraging discussions with staff members, reconsidering the role of the teacher, recognition of the need for students to develop analytical skills
- c. Increased awareness of the negative effects of AI: data protection, lack of ability to combat data protection concerns, ambivalence about data collection, AI overload
- d. AI governance and infrastructure: school level, school infrastructure, government level",impact experience knowledge perception professional experience day mooc positive contain negative overload relevance clarification exchange idea design synergy component benefit subject benefit hybrid positive engagement exchange idea negative unclear intention lack relevance impact experience knowledge perception personal effect participation awareness ubiquity increase interest professional effect reflect pedagogy encouraging staff reconsider teacher recognition need student analytical skill increase awareness negative effect protection lack ability combat protection concern ambivalence collection overload governance infrastructure infrastructure,2
2,0.09360127758796288,sentiment_original_ai4t_wp3_d3_3_nr_ireland,original,not_synthetic,84,"d) General feedback on the design of the AI4T professional learning pathway

As well as speaking about specific components of the AI4T course, participants spoke about various aspects of the overall course structure. Many remarked that the different components complemented each other. Indicative comment: 'So I think that there was a lot in the MOOC, of course, and I think what the learning day did is that it really helped highlight the important things out of the MOOC. It really helped to cement that. So, hand in hand, I think they went quite well [together].'

Some participants spoke positively about the fact that teachers from both maths and French were included in the pathway. Indicative comment: 'And I know that it was quite a different spread of interests and experience. But also it was very good to have a different subject as well, and understanding how a humanities subject would bring in this technology, and their concerns. So having colleagues there from different schools and different experiences, focused the learning on all classes. Not just your own specific context.'

Finally, participants were also positive about the hybrid approach to the programme. Indicative comment: 'I think hybrid is always the way to go. Especially when you're … it was good to have little groups in the meeting, different people, what different people were doing, and then we could kind of bounce different ideas off each other. But also it's good that you can go online at 9pm and do a bit of work. So it's kind of the best of both worlds.'

What is particularly interesting is how engaged these teachers were with the AI4T learning pathway. They all stated they enjoyed taking part and were inspired to expand their knowledge of AI. This is evident by their behaviour as they set aside regular time to work on the AI4T professional learning elements, contributed regularly to the course discussions, and shared learning materials with others who took part in the AI4T pathway.",feedback design professional speaking component course speak aspect overall course structure remark component complement think mooc course think day help highlight thing mooc help cement hand hand think spoke positively fact teacher math know spread interest experience good subject humanity subject bring concern colleague experience focus class context finally positive hybrid think hybrid especially good little meeting people people bounce ideas good best world particularly interest teacher enjoyed taking inspired expand knowledge evident behaviour set aside regular time professional element contribute regularly course material,3
2,0.09227635437101389,sentiment_original_ai4t_wp3_d3_3_nr_ireland,original,not_synthetic,75,"Ask students to use AI tools

reality. But I suppose maybe the more we talk about it the more people will understand, actually, you're using it all the time. And I'm not sure, I think it's not specific to one subject. It'll take us a while to get everyone to understand that it's in all subjects. It's not just going to be for, you know, the maths or science teacher.'

In addition, participation in the AI4T project caused them to think about whether their roles as teachers are likely to change in the future due to AI. Some teachers were confident that such a change would take place, while others maintained that the core principles of teaching would remain the same. Indicative comment: 'We as teachers need to [change]? Yes, definitely, because already I feel we could become more facilitators, you know, in a classroom. So how can we do that effectively, or will there be more kind of co-teaching involved in it? Or yeah, will somebody be on a screen? I don't know.'

Indicative comment: 'And then sometimes I utterly know it won't, because I set the temperature in my room. My kids are used to me, and we do our own thing our own way, and it doesn't really matter like what I did eighteen, twenty years ago. Probably fundamentally what I did eighteen, twenty years ago is identical to what I'm doing now. But different stages, different software, different programmes come and go. But the bottom line is the feeling I give them and the sense of confidence I give them. It's what I'm really teaching them personally, and that's a human, a human does that rather than anything else.'

Finally, participants discussed how the AI4T project had made them aware of skills that students are likely to need in the future as AI becomes more prominent, particularly analytical skills .",student reality suppose maybe talk people time sure think subject subject know math science teacher addition participation cause think teacher likely teacher confident place core principle teach teacher need yes definitely feel facilitator know co-teaching involve yeah somebody screen know utterly know set temperature room thing matter eighteen year ago probably fundamentally eighteen year ago identical stage come line feel sense confidence teach personally finally discuss aware skill student likely need prominent particularly analytical skill,4
2,0.07506680131940766,sentiment_original_ai4t_wp3_d3_3_nr_ireland,original,not_synthetic,62,"5. Coding Process - Tagging - Example 2: Benefits of multiple subjects in AI4T

So I think it was great to have different maths teachers. And I know that it was quite a different spread of interests and experience. But also it was very good to have a different subject as well, and understanding how a humanities subject would bring in this technology, and their concerns. So having colleagues there from different schools and different experiences focused the learning on all classes. Not just your own specific context. Document: E.docx Tags: Benefit of multiple subjects in AI4T

D: That's interesting that you said not just maths teachers in the group … Were there aspects that the humanities people brought up that you hadn't thought about? E: Yeah I think-maybe I'm generalising-but they would talk a lot more about the risks … We're very black and white in maths, it's like: You're right, three points, three out of five, done done done. Whereas it's a lot more like, can AI capture the language? Can it pronounce everything? And things like that. So being able to understand more subtle uses for AI, instead of being like, this is the answer. Did you get the answer? Document: E.docx Tags: Benefit of multiple subjects in AI4T

No, I think it's beneficial, certainly, because oftentimes there are kinds of cross-curricular links, as you know yourself, in schools. And that's really important to be able to do that. And I found myself, I was coming back to the maths department in my own school and thinking, oh, have you tried this app, I just heard about it. And so, even if I couldn't use it, I was able to share that across the board so that others could share it, even though they weren't necessarily part of the project.",cod benefit subject think great maths teacher know spread interest experience good subject humanity subject bring concern colleague experience focus class context benefit subject interest maths teacher aspect humanity people bring think yeah think-maybe generalising-but talk risk white math point capture language pronounce thing subtle instead benefit subject think beneficial certainly oftentimes cross-curricular link know come math think tried heard board necessarily,5
3,0.2901440813679568,sentiment_original_generative_artificial_intelligence_in_secondary_education_kj0125604enn,original,not_synthetic,106,"4. National policy actions for GenAI in education

At the time when fieldwork for our study took place in Finland , 12 the Finnish National Agency for Education (FNAE) [Opetushallitus] and the Ministry of Education and Culture (FMEC) were working in partnership with key stakeholders (e.g., experts in the fields of education, researchers) to develop a set of recommendations for the use of AI in early childhood education, basic education, liberal education, and upper secondary education. 13 The premise was that AI-related skills are necessary for society and the goal to promote the understanding, responsibility, and safe use of AI. In 2023, the FMEC published the Policies for the Digitalization of Education and Training until 2027 (FMEC, 2023). These policies outline Finland's vision of becoming a leading user of sustainable digitalization in education by 2027. They serve as a strategic basis for promoting the digitalization of education, including the integration of AI technologies. Previously, in 2022, FNAE and the National Audiovisual Institute published the Framework for Digital Competence , 14 which promotes equal opportunities for children and young people to achieve the digital competence needed in studies, working life, and social participation. In Germany , 15 responsibility for the education system is divided between the State [Bund] and the Federal States [Bundesländer], with administration of the education system being almost exclusively a matter for the Federal States. At the time when the study was conducted, seven out of the sixteen federal states in Germany had developed guidelines for the use of GenAI in schools or education. Other Federal States had only compiled a list of links for teachers and schools. In general, these documents contained mostly recommendations and orientation, explaining what GenAI is, provide examples of usage scenarios for learning and teaching and discuss some risks and challenges. In October 2024, the Conference of the Ministers of Education [Kultusministerkonferenz] (KMK) of the Länder adopted a Recommendation for action for the education administration on the use of artificial intelligence in school education processes (KMK, 2025). In July 2021 the Government of Ireland 16 published their first national AI strategy, which was updated in 2024.",action time fieldwork place finland finnish agency fnae opetushallitus culture fmec partnership expert field set recommendation early childhood basic liberal upper secondary premise ai-related skill necessary society responsibility safe fmec publish digitalization train fmec outline finland vision lead user sustainable digitalization serve strategic basis digitalization integration previously fnae audiovisual institute publish framework competence equal opportunity child young people achieve competence need life social participation germany responsibility divide bund bundesländer administration exclusively matter time conduct seven sixteen germany guideline compile list link teacher contain recommendation orientation explain usage scenario teach discuss risk challenge october conference minister kultusministerkonferenz kmk länder adopt recommendation action administration kmk publish strategy update,1
3,0.27922582812262325,sentiment_original_artificial_intelligence_in_classrooms_qa0126065enn,original,not_synthetic,143,"KEY FINDINGS

- Conceptual foundations : To develop a robust ethical framework for AI in education depends on a robust understanding of AI ethics in general. In turn, this requires moving beyond commonsense notions to engage with formal normative frameworks, such as deontology and consequentialism. - Domain-specificity : Education presents unique ethical challenges that general AI frameworks do not fully address, such as the specific purpose of education and the nature of useful knowledge. Because many users are legal minors, even standard ethical issues become acute. - The complexity of the AI pipeline : Ethical risks are present at every stage of the AI pipeline, from the initial definition of tasks and data curation to model training and deployment. Issues such as the use of 'ghost workers' for data labelling need to be addressed from an ethical perspective. - Human agency : The integration of AI in education must prioritise the professional autonomy of teachers and the independent development of students. Delegating pedagogical decisions to algorithms risks 'automated abdication' and 'cognitive atrophy'. - Equity and the flipped AI divide : AI has the potential to exacerbate existing educational inequalities due to a gap in access to technology between different socio-economic groups, a gap that is beginning to flip so that students from higher-income backgrounds retain access to human teachers, while others are 'relegated' to AI-mediated instruction. - Child rights: AI in education risks violating the UN Convention on the Rights of the Child (1989) by reducing students to data points, eroding autonomy, reinforcing biases, and facilitating commercial exploitation (treating children's interactions as unpaid labour to train proprietary models for profit). - AI literacy is a foundational ethical requirement that should shift from teaching people how to use technology to helping them thrive and flourish in a world where AI is ubiquitous. Current AI literacy frameworks focus narrowly on the technological and practical dimensions of AI, omitting the human dimension and critical issues such as the impact of AI on democracy, social agency, economic inequalities, the environment, and geopolitical power struggles.",conceptual foundation robust ethical framework depend robust ethic turn commonsense notion formal normative framework deontology consequentialism domain-specificity unique ethical challenge frameworks fully address purpose nature useful knowledge user legal minor standard ethical acute complexity pipeline ethical risk stage pipeline initial definition task curation train deployment ghost worker label need address ethical perspective agency integration prioritise professional autonomy teacher independent student delegate pedagogical decision risk automate abdication cognitive atrophy equity flip divide potential exacerbate exist inequality gap socio-economic gap begin flip student higher-income background retain teacher relegate ai-mediated instruction child risk violate convention child reduce student point erode autonomy reinforce bias facilitate commercial exploitation treat child interaction unpaid labour train proprietary profit literacy foundational ethical requirement shift teach people help thrive flourish world ubiquitous current literacy framework focus narrowly practical dimension omit dimension critical impact democracy social agency economic inequality environment geopolitical power struggle,2
3,0.25283416045792007,sentiment_original_artificial_intelligence_in_classrooms_qa0126065enn,original,not_synthetic,121,"Ethics of AI in education

integration of AI and data in educational settings, primarily targeting teachers and school leaders. The document covers three key areas: the core principles and legal context (including the EU AI Act and GDPR), guiding questions and practical scenarios for classroom application, and a suite of background resources and technical definitions. Key findings and recommendations emphasise that AI should remain humancentred (although what that means is never elaborated), serving as a tool to enhance rather than replace the teacher's role (which is not what most AIED tools do), while addressing generic AI risks such as algorithmic bias and data privacy, as well as the potential for over-reliance. The document also highlights five deontological ethical considerations (human dignity, fairness, trustworthiness, academic integrity, and justified choice) that it argues are essential for ensuring that AI technologies respect human rights and promote the best interests of all students (although human rights implications and the impact on disadvantaged students are rarely addressed by AIED developers). Unfortunately, however, the document also includes some unhelpful anthropomorphisms (such as using the inaccurate word 'hallucination' to mean the nonsense or confabulations that are frequently generated by GenAI). Anthropomorphising AI misleads users into over-estimating the capabilities and empathy of AI systems, and it could be argued has contributed to young people around the world committing suicide (Chatterjee, 2025) or dying by other means (e.g., drug overdoses, Black &amp; Council, 2026). Meanwhile, the OECD's Opportunities, guidelines and guardrails for effective and equitable use of AI in education (2023) focuses mainly on how to 'integrate' AI into education in order to leverage AI for 'personalised learning' and administrative 'efficiency'. In other words, it assumes that the integration of AI into education is ultimately effective (despite the lack of evidence to support such a view). It does mention the need for robust safety measures, to protect data privacy and ensure human agency, and it also stresses a 'human-in-the-loop' approach, asserting that AI must augment rather than replace the professional judgement of educators (which would actually require a 'humanin-command' approach) to maintain equity and ethical standards.",ethic integration setting primarily target teacher leader core principle legal context act gdpr guide practical scenario suite background definition recommendation emphasise humancentred elaborate serve teacher address generic risk algorithmic bias privacy potential over-reliance highlight deontological ethical dignity fairness trustworthiness academic integrity justified choice argue essential best interest student implication impact disadvantaged student rarely address developer unfortunately unhelpful anthropomorphism inaccurate word hallucination nonsense confabulation frequently anthropomorphise misleads user over-estimating capability empathy argue contributed young people world commit suicide chatterjee drug overdose council opportunity guideline guardrail equitable focus mainly integrate order leverage personalise administrative efficiency word assume integration ultimately despite lack evidence support view mention need robust safety measure protect privacy agency stress human-in-the-loop assert augment professional judgement educator humanin-command equity ethical standard,3
3,0.24941462192362374,sentiment_original_051024_insights_into_ai_and_the_youth_sector,original,not_synthetic,92,"c. AI ethics boards of private companies

Complementing all the above practices, focused on the actual engagement of young people, AI ethical advisory boards of companies deserve a special attention. As debates about AI governance have intensified during the past years, even before the major international human rights organisations started working on it, many companies developing AI technologies recognised the importance of engaging wider social groups in their design process. This brief analysis does not allow for an in-depth understanding of how advanced the practices are (for example to what extent all technology companies set up such structures, who is part of them, what is the selection procedure of such boards, or even what their role is). Youth stakeholders should pay more attention to these structures and become relevant players in them - either by claiming a space in the existing ones, or by proposing the creation of such structures within other companies and organisations. Companies such as DeepMind (now a division of Alphabet, Inc.) mention the creation of the Ethics and Society as an internal platform to engage scientists, practitioners and citizens. IBM also mentions AI Ethics Board 'as a central, cross-disciplinary body to support a culture of ethical, responsible, and trustworthy AI throughout IBM'. Even if data do not allow for a precise identification of all the organisations or target groups involved, at first sight, these initiatives seem dominated by representatives of academia, think tanks and other specialists with specific backgrounds in technology or law. Youth sector stakeholders should claim their place in them.",ethic board private company complement focus actual engagement young people ethical board company deserve special attention governance intensify past year major international start company recognised importance wider social design brief allow in-depth advance extent company set structure selection procedure board youth pay attention structure claim space exist propose creation structure company company deepmind division alphabet inc mention creation ethic society internal scientist practitioner citizen mention ethic board central cross-disciplinary body support culture ethical responsible trustworthy allow precise identification target involve sight dominate representative academia think tank specialist background youth sector claim place,4
3,0.23536259826965755,sentiment_original_artificial_intelligence_in_classrooms_qa0126065enn,original,not_synthetic,102,"Ethics of AI in education

It does mention the need for robust safety measures, to protect data privacy and ensure human agency, and it also stresses a 'human-in-the-loop' approach, asserting that AI must augment rather than replace the professional judgement of educators (which would actually require a 'humanin-command' approach) to maintain equity and ethical standards. In summary, it is generally accepted by researchers, educators and policymakers that AIED raises far-reaching questions with important ethical implications for students, educators, parents, policymakers, and other stakeholders. The implications of the generic ethical issues mentioned earlier for AI (such as bias and fairness) are both relevant for education and even more acute, given that many users are legal minors (i.e., children in primary and secondary schools). However, as noted, there are also domain-specific questions, which so far have not been addressed in any depth (Yan et al., 2025). These domain-specific questions include questions around the accuracy of diagnoses of learners interacting with AIED systems, choices of pedagogies employed by the systems, algorithmic predictions of learning outcomes, and questions related to the influence of AI on teachers' agency and decision making and on student autonomy and well-being. Interestingly, AIED also raises foundational questions such as: what is the purpose of education and hence the AIED tool? Is it to prepare students to pass examinations or to help them self-actualise? Is it to address issues identified in computer science departments or problems identified by educators in classrooms worldwide? Is it to replace teacher functions or to empower teachers? However, it still remains the case that the ethical consequences of AIED for students, teachers and wider society are yet to be fully examined or detailed. All of these questions and more need to be addressed in any framework, if AIED is to be developed, deployed and used ethically.",ethic mention need robust safety measure protect privacy agency stress human-in-the-loop assert augment professional judgement educator humanin-command equity ethical standard summary generally accept educator policymakers raise far-reaching ethical implication student educator parent policymakers implication generic ethical mention earlier bias fairness acute user legal minor child secondary note domain-specific far addressed depth yan domain-specific accuracy diagnose learner interact choice pedagogy employ algorithmic prediction outcome influence teacher agency decision student autonomy well-being interestingly raise foundational purpose prepare student pass examination help self-actualise address science problem educator worldwide teacher empower teacher ethical consequence student teacher wider society fully examine detailed need address framework deploy ethically,5
4,0.23261605793289697,sentiment_original_051024_insights_into_ai_and_the_youth_sector,original,not_synthetic,144,"AI as a challenge. AI as an enabler and AI as a challenge

This figure presents AI as both an enabler and a challenge. On one side, AI is shown as bringing potential positive impacts. On the other side, it is shown as creating potential risks.

AI as an enabler

AI may bring a potential positive impact on:

- productivity;
- personalised learning;
- vulnerable groups;
- flexible youth services.

AI as a challenge

AI may bring potential risks to:

- freedom of speech and civic rights;
- social rights;
- the future of work;
- mental health. AI as an enabler for the youth sector - usually discussed under the concept of AI or automation for good, AI has been identified as a contributor to larger social needs. Benefits include replacing repetitive and lower-value work and allowing time for more meaningful tasks and more tailored interaction. Youth and other organisations can benefit from such technologies by investing in AI solutions that could take over some bureaucratic tasks: extracting, copying and inserting data; filling in forms; rewriting and completing routine analyses and reports. Advanced technologies can go even further and support interpreting text, engaging in chats and conversations, and analysing large amounts of data to get insights into the work done, trends and potential new directions of programmes/projects. Yet such technologies are mostly not affordable for sectors with limited resources. [2. Norqvist L. (2018), Analysis of the Digital Transformation of Society and its Impact on Young People's Lives, Youth Partnership, available at https://pjp-eu.coe.int/documents/42128013/47262517/ Analysis+of+the+Digital+Transformation+of+Society+its+Impact+on+Young+People+Lives+-+Lars+ Norqvist.pdf/efaff33a-89bc-3947-b618-01160e693872, accessed 4 April 2023.](https://pjp-eu.coe.int/documents/42128013/47262517/Analysis+of+the+Digital+Transformation+of+Society+its+Impact+on+Young+People+Lives+-+Lars+Norqvist.pdf/efaff33a-89bc-3947-b618-01160e693872)

AI's benefits have been largely discussed in connection with specific uses, such as 1. AI in the field of education - offering tailored content and personalised learning approaches, supporting the work of educators; 2. AI as an assistive solution - supporting with adapted tools and technology people with health or learning impairments or disabilities in their social integration and increasing quality of life; and 3. AI in youth services - where chatbots and other AI systems could complement the work of youth and social workers; enabling a larger flexibility for young people with fewer opportunities to get access to services which otherwise depend on the presence of a human being. On a larger societal scale, AI technologies are expected to contribute to efficiency and improved quality of health and public services systems.",challenge enabler challenge enabler challenge bring potential positive impact potential risk enabler bring potential positive impact productivity personalise vulnerable flexible youth challenge bring potential risk freedom speech civic social mental health enabler youth sector usually discuss concept automation good contributor large social need benefit repetitive lower-value allow time meaningful task tailor interaction youth benefit invest solution bureaucratic task extract copy insert fill form rewrite complete routine advance support interpret chat conversation analyse large insight trend potential direction affordable sector limit norqvist transformation society impact young people live youth partnership transformation society impact young people live lars norqvist efaff benefit largely discussed connection field offering tailor personalised support educator assistive solution support adapted people health impairment disabilities social integration increase quality life youth chatbots complement youth social worker large flexibility young people opportunity depend presence large societal scale expect contribute efficiency improve quality health public,1
4,0.20088147974672962,sentiment_original_ai_views_of_youth_workers,original,not_synthetic,122,"1. Introduction

an informed, critical and conscious way. The use of AI and data has the potential to become a transformative tool for education. In such a transformation, it becomes important to think about the historical objectives of education, broader social changes, emerging societal needs, and the future of education and learning. At the same time, educators must know that AI has a long history that spans many disciplines from computer science to cognitive sciences, philosophy, technology studies, and learning sciences (European Commission, Directorate-General for Education, Youth, Sport and Culture, 2022). To date, most literature examines the topic of AI in the context of formal education. Many schools and universities have undergone significant changes in response to the Covid-19 pandemic by transferring their services online. Responding to the increased demand for digitalisation, the EdTech sector has witnessed a large-scale investment and is set to grow by $112.39 billion in the next three years (World Economic Forum, 2022). It is expected that AI in education will be worth $6 billion by 2024 (UNESCO, 2021). In a survey of European educators, 52% said they believed that AI would replace some teaching functions in the next five years (Microsoft, 2020). Nonetheless, in light of the sudden popularity of AIdriven education solutions, it is believed that many of these projects 'engenders commercial imaginaries' that might lead to creation or deepening of new educational and socio-economic divides (Bayne, 2023). By default, any i ssues related to young people's realities become central topics of youth work. Youth work practice is often situated within an opaque and continually changing AI-system of power dynamics and consequently with limited (or no) regulations or guidelines (Siruala, 2021). To date, little is known about youth workers' experiences of AI in their practice. Youth workers play essential roles in supporting young people's achieving their full potential, enhancing their personal development and critical democratic citizenship in the digital age (Kiviniemi &amp; Tuominen, 2017; Verke and EYWC, 2019).",introduction inform critical conscious potential transformative transformation think historical objective broader social emerge societal need time educator know long history discipline science cognitive science philosophy science european directorate-general youth sport culture date literature examine topic context formal university undergo significant pandemic transferring increase demand digitalisation edtech sector large-scale investment set grow year world economic forum expect worth unesco european educator believe teach year nonetheless light sudden popularity aidriven solution believe engenders commercial imaginary lead creation socio-economic divide bayne default ssues young people reality central topic youth youth situate opaque continually ai-system power dynamic consequently limited regulation guideline siruala date little known youth worker experience youth worker play essential support young people achieve potential personal critical democratic citizenship age kiviniemi tuominen verke eywc,2
4,0.19267414887464518,sentiment_original_ai_views_of_youth_workers,original,not_synthetic,82,"New opportunities for data analysis and improved policy responses

AI was also seen as an opportunity in the context of data and policy analysis for the youth sector. As indicated by several experts, using existing data-based approaches to youth project design might mean a more effective targeting of youth at risks or identification of specific issues that might require youth workers attention. Indeed, such use of open and big data might be beneficial in cross-sectoral work with youth organisations and governments, offering youth workers and young people opportunities to participate in policymaking (UNICEF Innovation, 2017). Nonetheless, it is important to note potential limitations related to the use of predictive analytics in policymaking and their potential impact on young people's lives. R ecent examples of controversial use of predictive algorithms included the UK's A -level grading fiasco where nearly 40% of students received grades lower than they had anticipated (Kolkman, 2020). Another example is the use of a self-learning algorithm by Dutch authorities to identify potential childcare benefits fraud. For 6 years, the algorithm wrongly identified families as fraudsters leading to a thousand children being taken to foster care (Heikilla, 2022). Therefore, any algorithmically driven data analysis in the youth sector should be carried in a youth-centred and ethical manner.",opportunity improve opportunity context youth sector indicate expert exist data-based youth design target youth risk identification youth worker attention open big beneficial cross-sectoral youth offer youth worker young people opportunity participate policymaking unicef innovation nonetheless note potential limitation predictive analytics policymaking potential impact young people live ecent controversial predictive grade fiasco nearly student receive grade lower anticipated kolkman self-learning dutch authority potential childcare benefit fraud year wrongly family fraudsters lead thousand child foster care heikilla algorithmically drive youth sector youth-centred ethical manner,3
4,0.1905181584076978,sentiment_original_051024_insights_into_ai_and_the_youth_sector,original,not_synthetic,85,"1.1. Understanding AI

Since the adoption of the 2017 EU Council conclusions on smart youth work and the 2019 EU Council's conclusions on digital youth work, digital transformation has been part of the youth agenda. Nevertheless, the Covid-19 pandemic has been the main trigger that has led to an increased adoption of digital and AI tools in the wider youth and education sectors. So why are we now focusing on AI and not digital technologies in general? Is AI and digital the same thing? Digitalisation of youth work has often been understood as the use of social media. However, new digital technologies are emerging rapidly. Artificial intelligence, virtual reality, robotics and block-chain technology, inter alia are affecting our societies beyond the sphere of communication. 1

Based on the above definition, we could summarise that AI is one of the existing digital technologies. While it would be easier to consider AI as part of the larger digital debate - since it is another digital technology, it is important to notice that AI plays a more significant role than other technologies. Whether we speak about initiatives focused on economic or societal development, AI has become a distinctive topic of interest, with its own set of policies and regulations, in other words it is pervasive, disruptive and has already been changing many areas of our lives. This paper will explore why it is important to distinguish between AI technologies and other digital ones. Moreover, the urgency to understand how this particular technology functions is increasingly important as there is strong evidence that it affects fundamental rights with long-lasting effects. Lastly, the need to understand AI technologies is closely connected to what actions are needed to support it what are the specific competences or policies that need to guide us in navigating an AI-enabled world.",adoption council conclusion smart youth council conclusion youth transformation youth agenda pandemic main trigger lead increased adoption wider youth sector focus thing digitalisation youth understood social medium emerge rapidly virtual reality robotics block-chain inter alia affect society sphere communication definition summarise exist easy large notice play significant speak focus economic societal distinctive topic interest set regulation word pervasive disruptive live paper explore distinguish urgency particular increasingly strong evidence affect fundamental long-lasting effect lastly need closely connect action need support competence need guide navigate ai-enabled world,4
4,0.17155697011868937,sentiment_original_051024_insights_into_ai_and_the_youth_sector,original,not_synthetic,43,"6.3. Policy makers

programmes, or new actions under European funding programmes, that allow young people and youth (work) organisations to: - i. implement activities related to the impact of AI; - ii. engage in capacity building on AI and critical digital literacy; - iii. ensure youth participation in AI governance processes. - e. Increase funding for makerspaces and development of responsible technologies, in both formal and non-formal learning, for non-technical audiences (for example students with a background in humanities; beneficiaries of youth centres and youth work). - f. Support the development of national critical digital literacy curricula based on the revised DigComp 2.2 and Digital Citizenship Education principles, both in formal and non-formal settings.",maker action european funding allow young people youth impact capacity building critical literacy iii youth participation governance increase funding makerspaces responsible formal non-formal non-technical audience student background humanity beneficiary youth centre youth support critical literacy curriculum revise digcomp citizenship principle formal non-formal setting,5
5,0.05023716162654016,sentiment_original_051024_insights_into_ai_and_the_youth_sector,original,not_synthetic,75,"a. Opportunities and new avenues to be explored

they do not exist, initiating dialogue platforms on digital and technology issues. Smart city initiatives should be especially followed as that is the most tangible place where the impact of AI can be seen, either through the presence of technology on the streets, in public spaces or through public services. Understanding that not all spaces that contribute to AI governance include the term 'artificial intelligence' is equally important. That is why young people and youth organisations should react and get involved in debates around the topics of digital transformation, Internet of Things, smart cities, internet, digital or AI governance. Documenting the impact of AI technologies - while there is an agreement that AI technologies have a positive and negative impact, current literature does not include enough specific examples. The impact of social networks and their algorithms on young people is among the best-documented fields. Yet, the interaction of young people with AI technologies goes well beyond this. In this context, there is a need to collect concrete case studies, especially on biases and discriminations by AI technologies. This becomes even more important in the context of limited research on AI impact versus the generally very positive image of AI technologies among young people. Such documentation and research will help increase reflection on the broader social implications of AI.",opportunity avenue explore exist initiate dialogue smart city especially follow tangible place impact presence street public space public space contribute governance term equally young people youth react involve topic transformation thing smart city governance impact agreement positive negative impact current literature impact social network young people best-documented field interaction young people context need collect concrete especially bias discrimination context limited research impact versus generally positive young people documentation research help increase reflection broader social implication,1
