age;Auditory;Kinaesthetic;Visual;Extrinsic Motivation;Intrinsic Motivation;Self-Efficacy;Study Time;Conscientiousness;CAO Points;Maths;English;Pass
22;4.9088050093269;0.182389981346205;9.9088050093269;5.73899373834138;8.05660375699517;7.5;5.69339624300483;5.80293500310897;157.0;4.0;24.0;Pass
21;4.25346146861557;0.746538531384431;10.0;5.81163463284611;7.75173073430778;7.99769235425629;4.87846146861557;5.70891024476926;254.0;12.0;38.0;Pass
19;2.43966826063115;5.06033173936885;7.5;6.20475119547336;6.25;6.7068878262459;8.125;7.02300159396449;317.0;2.0;41.0;Fail
19;2.89824116043746;4.80087941978127;7.30087941978127;8.65043970989063;7.97565956483595;5.96608038681249;5.57521985494532;5.76695980659376;466.0;36.0;83.0;Fail
31;0.191488104173914;7.11702379165217;7.69148810417391;8.70212797395652;8.02925594791304;6.79432540278261;6.15425594791304;5.0;27.0;5.0;3.0;Pass
18;2.5;2.5;10.0;6.80797938388423;7.92393815165269;7.41063917851231;7.65585568718961;6.3092233807159;378.0;39.0;39.0;Fail
18;2.5;5.0;7.5;6.16078908293275;5.625;5.0594739447115;7.36618362439913;5.38692969431092;278.0;9.0;35.0;Fail
26;2.5;7.15213719638996;5.34786280361004;9.65213719638996;8.67927439277992;8.95641158916987;10.0;8.17022866064993;63.0;4.0;9.0;Fail
26;2.5;7.16284983674996;5.33715016325004;9.57856229593745;8.6164121326874;9.32569967349991;9.32569967349991;8.18808306124993;49.0;2.0;3.0;Fail
18;1.64315870031714;5.0;8.35684129968286;6.67842064984143;6.26763097476214;5.5712275331219;7.5;5.98789419978857;318.0;28.0;44.0;Fail
19;2.5;2.5;10.0;7.67601176848984;7.39080941479187;6.28639686173604;3.17959529260406;3.33333333333333;325.0;59.0;29.0;Fail
26;2.27587305242196;7.5;5.22412694757804;9.55174610484391;9.09484131552745;9.70116406989594;9.55174610484391;8.26439161358091;22.0;3.0;3.0;Fail
27;2.5;7.33939149591606;5.16060850408394;9.95984787397902;9.21439149591606;9.7323191598601;9.83939149591606;8.64292766394404;12.0;2.0;1.0;Fail
25;2.5;6.99766334786545;5.50233665213455;10.0;8.99824751089909;9.49766334786545;8.61857420663;7.82904947108667;41.0;4.0;11.0;Fail
20;2.5;2.5;10.0;7.35963703424204;6.98975802282803;7.15983868188535;5.59939505707007;4.44297036757538;354.0;64.0;26.0;Fail
20;2.5;3.58664556697477;8.91335443302523;7.33664556697477;5.97833860825631;6.30445147767508;3.75;4.4199789003081;422.0;52.0;27.0;Fail
27;2.5;7.48332440969534;5.01667559030466;9.96247992181452;9.34581771696685;9.97776587959379;9.98749330727151;8.73332440969534;2.0;0.0;0.0;Fail
20;2.5;5.19979897770099;7.30020102229901;7.73757538336213;7.4001005111495;7.88336683704983;8.6501005111495;6.56676717781617;553.0;69.0;72.0;Pass
20;4.79628225206397;2.70371774793603;7.5;7.55092943698401;7.5;7.5;7.92128225206397;7.049380375344;540.0;72.0;69.0;Pass
24;4.27088258904405;5.72911741095595;5.0;6.43227935273899;6.69272064726101;6.90970580365198;7.05727935273899;6.15453441210169;505.0;56.0;66.0;Pass
22;5.0;1.44101056153886;8.55898943846114;7.76474735961528;6.97050528076943;7.14700352051295;6.53651584230829;6.37734037435924;313.0;42.0;40.0;Pass
23;5.0;2.5;7.5;6.95437441929244;5.86312325787731;6.40874883858487;8.125;7.08333333333333;411.0;69.0;51.0;Pass
20;5.66129217739217;3.16129217739217;6.17741564521566;7.5;5.79032304434804;5.26882029565362;5.0;5.91935391130392;523.0;67.0;70.0;Pass
20;1.85162206122186;7.5;5.64837793877814;7.3612834540836;6.41209448469453;7.5;8.14837793877814;6.17310759524116;559.0;70.0;65.0;Pass
20;4.3031106289709;3.1968893710291;7.5;7.32577765724272;7.32577765724272;6.8031106289709;6.90544360069907;6.85103687632363;497.0;75.0;65.0;Pass
20;2.95568073517643;7.5;4.54431926482357;6.98892018379411;6.19303990810295;7.5;7.32911972430884;5.64450703425488;580.0;83.0;75.0;Pass
20;4.55376193043776;3.39247613912448;7.05376193043776;7.5;5.73655951739056;4.91039678260374;5.11155951739056;6.54749204637483;546.0;80.0;68.0;Pass
24;2.5;4.14075996843167;8.35924003156833;8.33981000789208;5.39075996843167;6.38025332281056;4.15047498026979;4.14723664299042;272.0;25.0;29.0;Fail
25;0.0;7.5;7.5;6.875;5.01236067211721;5.83333333333333;4.52197949591209;2.94138801090109;286.0;27.0;43.0;Fail
19;2.64518303680234;5.0;7.35481696319766;8.05240848159883;5.69759151840117;7.40321130879844;7.87092968559591;6.61827232106589;414.0;51.0;65.0;Pass
25;2.5;5.0;7.5;8.23843941878295;5.96531825634884;7.04624232486822;8.01156058121705;6.66666666666667;350.0;45.0;56.0;Pass
18;1.7608984769322;5.0;8.2391015230678;8.30977538076695;6.3641015230678;7.5;7.3858984769322;7.03621742820057;458.0;63.0;72.0;Pass
26;0.262134976219386;4.86893251189031;9.86893251189031;7.56553374405485;6.875;7.45631083729677;7.40169938391773;4.71440082144303;21.0;3.0;4.0;Pass
18;0.0918920803815126;7.40810791961849;7.5;7.54594604019076;7.47702697990462;4.25855874704818;6.31891906028613;6.34189208038151;347.0;29.0;69.0;Pass
18;0.115792104043067;7.3263118439354;7.55789605202153;7.51447401300538;7.47105197398923;4.18596535067385;6.20657796098385;6.25;340.0;27.0;68.0;Pass
18;0.650009777164087;6.84999022283591;7.5;7.82500488858204;7.66250244429102;5.46668622099484;5.92499511141796;6.14166503713932;344.0;30.0;61.0;Pass
19;3.50900071789511;5.0;6.49099928210489;7.87274982052622;6.12950035894755;6.8273328547366;7.11599928210489;6.33033309403497;357.0;40.0;64.0;Pass
19;2.5;3.61311217420734;8.88688782579266;7.63913902177592;7.36086097822408;7.12896260859755;8.88688782579266;7.08333333333333;405.0;32.0;28.0;Fail
19;2.5;6.43345737422351;6.06654262577649;7.85836434355588;5.80845737422351;5.83333333333333;4.20009303066763;5.66127649896468;338.0;55.0;48.0;Fail
19;2.5;7.30644699127879;5.19355300872121;7.93144699127879;6.8266117478197;5.70429799418586;4.90322349563939;6.76074498546465;333.0;83.0;46.0;Fail
19;3.57187047135085;3.92812952864915;7.5;7.41093523567542;6.25;7.5;6.51796761783771;6.25;307.0;21.0;57.0;Fail
20;3.72681660053786;5.04636679892428;6.22681660053786;7.51159169973107;5.95488754959661;4.60651673279548;5.0;6.4699250330644;280.0;73.0;35.0;Fail
19;3.01453469088301;6.47093061823398;5.51453469088301;7.73909898183774;6.48909898183774;6.004844896961;5.64316836360376;6.74031020607799;334.0;72.0;47.0;Fail
19;3.9204292872455;5.0;6.0795707127545;6.875;6.60510732181137;6.78978535637725;6.07244633909431;5.89489267818863;311.0;17.0;62.0;Fail
20;1.32180625805631;7.5;6.17819374194369;7.5;5.91954843548592;7.27969895699061;7.95977421774296;4.66954843548592;400.0;38.0;37.0;Fail
20;3.64175588416401;4.07473234750796;7.28351176832803;7.785438971041;7.214561028959;6.14175588416401;7.839561028959;4.13058529472134;378.0;68.0;53.0;Pass
20;3.37017593788914;5.75964812422171;5.87017593788914;7.93508796894457;7.28245601552771;5.87017593788914;7.25482406211086;4.47514661490762;396.0;51.0;58.0;Pass
26;2.55425907147583;2.5;9.94574092852417;6.30425907147583;7.48643523213104;5.86950604765055;3.79069430360687;3.79521589289652;6.0;1.0;1.0;Pass
21;2.7781553787645;5.0;7.2218446212355;6.875;6.31953884469112;5.9260517929215;3.88907768938225;5.04635922979408;477.0;54.0;93.0;Pass
19;2.5;6.74243280896917;5.75756719103083;7.78408769663656;7.59469589887885;5.50504479402055;7.27273691009032;4.06565299626285;442.0;54.0;73.0;Pass
26;2.5;2.5;10.0;6.29609464143869;7.45390535856131;5.81796845285377;3.77304732071934;3.80377708167847;9.0;1.0;2.0;Pass
25;3.29643403587397;1.70356596412603;10.0;6.84732552690548;7.10178298206301;6.09881134529132;4.14821701793699;4.41369502989498;56.0;6.0;13.0;Pass
19;2.5;5.0152627856005;7.4847372143995;7.81059215179994;7.81059215179994;6.24236860719975;9.05677645539981;5.40649147626633;410.0;37.0;66.0;Pass
21;2.5;4.0423592668958;8.4576407331042;7.3538203665521;6.96823054982815;6.47176048873613;6.1441018327605;5.7980339442535;436.0;37.0;82.0;Pass
27;5.0;4.14542982704006;5.85457017295994;8.52042982704006;7.48407237028005;6.66666666666667;5.03185525943991;7.4893815801867;104.0;12.0;23.0;Fail
34;4.03503278328571;4.03503278328571;6.92993443342857;8.60748360835714;7.01751639164286;7.17834426109524;5.58120902089286;5.79671037771429;84.0;21.0;13.0;Fail
27;4.12037675501779;5.0;5.87962324498221;9.375;8.34490581124555;6.66666666666667;4.40971743373666;7.03704342168445;87.0;16.0;14.0;Fail
20;5.0;7.47258933144622;2.52741066855378;8.11814733286155;8.10444199858466;5.82419644381541;9.97944199858466;5.81962799905644;485.0;54.0;63.0;Fail
36;4.36938024999108;5.0;5.63061975000892;7.96734506249777;6.86938024999108;7.07958683332739;5.32092962501338;6.87312674999703;101.0;18.0;16.0;Fail
23;5.0;2.70650736463722;7.29349263536278;9.54891543922713;7.67391543922713;8.19566175690852;2.72554228038643;3.98188725230284;365.0;72.0;44.0;Pass
24;2.5;4.30867924646009;8.19132075353991;8.29783018838498;7.84566037676996;7.12754716902661;4.72066037676996;6.59566037676996;282.0;18.0;36.0;Pass
21;4.46959099499509;5.53040900500491;5.0;7.76520450250246;7.76520450250246;5.53040900500491;4.64020450250246;5.70721200667322;343.0;29.0;45.0;Pass
25;2.44769873737823;5.05230126262177;7.5;8.11192468434456;7.5;6.66666666666667;4.45345189393265;6.20641561448186;238.0;1.0;30.0;Pass
20;4.08195904630702;5.91804095369298;5.0;7.5;6.81146928473026;5.0;3.68646928473026;4.08195904630702;453.0;46.0;59.0;Pass
26;2.7291432133643;4.54171357327141;7.7291432133643;8.29685741002322;7.44271419665893;6.81942880890953;4.54685741002322;6.13542839331785;211.0;0.0;26.0;Pass
24;1.77848208229989;6.44303583540022;6.77848208229989;8.125;6.95886156172492;6.42616069409996;4.375;6.0094940274333;274.0;26.0;32.0;Pass
21;3.55665746610612;6.44334253389388;5.0;7.5;7.13916436652653;5.72167126694694;4.19458218326326;5.12027854449116;414.0;42.0;60.0;Pass
31;4.04162749298848;4.22918625350576;6.72918625350576;7.93229656337644;8.27081374649424;7.18054249766283;5.3385171831178;5.86459312675288;160.0;0.0;20.0;Pass
22;5.72507018398028;4.27492981601972;5.0;7.5;7.68126754599507;5.96676024530704;4.91880263798521;5.84591521464366;460.0;50.0;57.0;Pass
23;4.57786358252633;1.266409252421;9.15572716505267;9.68339768689475;7.70286358252633;9.15572716505267;3.02767052184208;4.44262119417544;365.0;83.0;49.0;Pass
24;5.00931926886551;0.0;9.99068073113449;9.99767018278362;8.13198945164913;9.99689357704483;2.51863853773102;4.59420581367643;325.0;82.0;40.0;Pass
25;2.5;7.45578653586563;5.04421346413437;7.52210673206719;6.28316009810078;6.71088013080104;7.44473316983203;5.0;4.0;0.0;0.0;Fail
25;2.5;5.0;7.5;8.75;8.125;7.58914147814115;4.375;5.78876259426276;228.0;2.0;31.0;Fail
26;2.5;7.09633228892926;5.40366771107074;7.29816614446463;6.25;6.53211076297642;7.19724921669695;4.93272204815488;42.0;0.0;9.0;Fail
26;1.97512789978646;8.02487210021354;5.0;7.23756394989323;7.03730815032031;7.19153876688021;8.02487210021354;5.34991473347569;84.0;8.0;10.0;Fail
20;4.7406926023541;2.5;7.7593073976459;8.62034630117705;7.00465369882295;6.40735926902077;9.28690465647378;3.70678210039235;395.0;28.0;55.0;Fail
19;6.13152821024414;5.0;3.86847178975586;6.53288205256104;6.02192136837402;6.51461424558268;5.73903931581299;4.28218347379394;384.0;48.0;51.0;Pass
21;2.63580161961727;3.68209919019137;8.68209919019137;5.98842560735648;5.98842560735648;5.83333333333333;5.59104959509568;5.12911572188993;284.0;18.0;39.0;Pass
19;1.34844510408584;7.05051829863805;6.60103659727611;9.43814787329757;8.30051829863805;8.0336788657587;7.16288872397854;7.16753049773009;399.0;25.0;37.0;Pass
19;6.90622995840386;4.40622995840386;3.68754008319229;7.17188502079807;6.69532753119711;6.86459001386538;6.21877004159614;4.54169338879486;423.0;55.0;58.0;Pass
21;5.62667502555996;4.06333751277998;5.30998746166006;7.57749686541501;6.25;6.35444583759333;5.390834378195;5.62332497444004;249.0;34.0;32.0;Pass
28;2.5;2.5;10.0;9.88803905958775;8.52607811917551;8.86810415890068;9.55215623835102;9.88803905958775;0.0;0.0;0.0;Pass
19;7.22362805914599;5.0;2.77637194085401;7.0822789556405;6.388185970427;6.48241870609733;5.486814029573;4.25668189156568;395.0;52.0;54.0;Pass
19;5.0;7.5;2.5;9.375;6.875;7.5;8.125;9.16666666666667;370.0;18.0;46.0;Pass
28;5.96949052880518;5.56101894238964;3.46949052880518;9.1326273677987;7.35974526440259;7.5;7.8826273677987;7.87401262825976;226.0;11.0;28.0;Pass
35;6.77816685580183;2.5;5.72183314419817;8.56954171395046;7.94454171395046;7.98122209613211;7.13908342790091;5.83333333333333;69.0;13.0;21.0;Pass
21;4.16122569993604;6.66122569993604;4.17754860012792;8.74591927495203;6.875;7.5;8.75408072504797;8.32789236660271;357.0;33.0;40.0;Pass
22;3.31092246808112;5.29271835461259;6.39635917730629;7.29726938297972;7.22408979432657;6.76423945153753;2.84908979432657;5.09757278487086;122.0;16.0;15.0;Fail
29;4.11626755434554;2.65119733696338;8.23253510869108;7.90406688858639;6.61626755434554;8.5271125905759;8.01160199727747;6.76355629528795;169.0;6.0;26.0;Fail
22;3.54659591976088;4.36021224071737;7.09319183952175;9.21505306017934;8.43010612035869;7.90680816047825;8.16845714041847;6.6278367335326;340.0;42.0;72.0;Fail
39;7.35105424013454;2.35105424013454;5.29789151973091;9.30052712006727;7.42552712006727;8.91842373355757;9.73934492023545;8.94324802686848;25.0;2.0;5.0;Fail
45;4.87470802967437;0.250583940651268;9.87470802967437;8.09367700741859;6.21867700741859;5.08352798021709;6.15603102225577;5.43754866172094;75.0;45.0;24.0;Fail
20;2.5;5.0;7.5;7.5;3.92926941087353;5.9130086270549;3.24451294058235;3.19553019469216;353.0;52.0;50.0;Fail
21;2.91549121728167;4.16901756543666;7.91549121728167;7.60387280432042;4.16549121728167;5.69483626090611;3.54049121728167;3.33215788394834;373.0;52.0;57.0;Fail
24;5.0;0.29093305405695;9.70906694594305;8.125;6.32273326351424;5.29093305405695;5.40680020945729;5.41666666666667;415.0;36.0;80.0;Fail
22;5.0;3.84131465514656;6.15868534485344;8.76521910919109;6.57010955459555;6.70725095784292;5.94510955459555;6.91051125477922;435.0;60.0;71.0;Fail
20;7.23900162149221;2.23900162149221;5.52199675701559;8.68475040537305;6.25;7.23900162149221;7.30425121611916;4.29716585592056;369.0;12.0;65.0;Fail
19;3.70782623067498;3.79217376932502;7.5;6.59413032699376;6.22891311533749;5.86144917955001;3.46913032699376;6.0346377051125;271.0;27.0;46.0;Fail
39;7.39757779811043;2.60242220188957;5.0;9.24697224763804;7.44878889905522;9.03010373081391;10.0;9.09838519874029;16.0;1.0;2.0;Fail
19;3.63472845463548;5.0;6.36527154536452;6.93263577268226;5.90868211365887;6.28842384845484;6.92813902292983;6.58981896975699;320.0;31.0;48.0;Fail
25;4.98762395116501;0.0123760488349944;10.0;8.12654700610437;6.25154700610437;5.0061880244175;5.63582904273062;5.41976067887541;427.0;36.0;86.0;Fail
19;3.66302165726665;6.16302165726665;5.17395668546669;5.46471209978336;4.17122292841668;6.27899278091112;4.08424458568334;5.25182250470001;352.0;36.0;53.0;Fail
33;2.5;5.0;7.5;8.75;8.92697469593259;5.11053171164046;6.8638228715281;6.77719837830712;50.0;18.0;5.0;Pass
32;2.5;5.0;7.5;7.55154588419828;6.35309176839655;4.16666666666667;3.62757647366379;5.83333333333333;0.0;0.0;0.0;Pass
29;2.5;5.0;7.5;8.66643585584825;9.18001699697925;7.351441521508;9.665743423393;9.01810818817466;168.0;61.0;16.0;Pass
33;4.10789852496237;3.39210147503763;7.5;7.27697463124059;6.00493657810148;5.23859901664158;4.30888584058266;6.36929950832079;77.0;26.0;4.0;Pass
36;2.5;6.5565479977522;5.9434520022478;7.1934520022478;8.98586300056195;7.5;8.83258900168585;9.4260913329587;305.0;25.0;42.0;Pass
39;3.61456045939121;5.0;6.38543954060879;7.43228022969561;6.67184068908682;5.28122712605788;5.00776103363023;6.76213371615935;0.0;0.0;0.0;Pass
27;1.39054574770853;5.41418137843721;8.19527287385426;8.92381821846357;7.95118178153643;7.73175762461809;5.38090890768217;6.25;481.0;32.0;49.0;Pass
19;4.23791503999382;0.762084960006177;10.0;9.47026062000077;7.30947875999846;8.07930501333128;3.60130310000386;5.99597167999794;390.0;47.0;25.0;Pass
24;4.40028178039938;0.599718219600618;10.0;9.00017611274961;7.5;8.03347422353302;3.125;6.20002348169995;371.0;50.0;25.0;Pass
19;5.0;0.0;10.0;9.68486308003776;8.73945232015103;7.0938810131823;3.125;5.21712306654081;374.0;36.0;29.0;Pass
25;2.5;6.01297247456387;6.48702752543613;8.24351376271807;7.8555412881542;7.16234250847871;8.22729816951323;8.1536941921028;257.0;49.0;24.0;Pass
19;4.85469827137422;0.290603457251564;9.85469827137422;9.26602370353066;7.64530172862578;8.43020115241719;3.37927802509512;6.37108477385482;416.0;46.0;31.0;Pass
30;2.32419734005816;5.0;7.67580265994184;7.05080265994184;5.13185199495638;4.40107021325578;2.54395066498546;5.80403289000969;20.0;2.0;4.0;Pass
28;3.1951526994817;5.0;6.8048473005183;8.66310591256479;9.02742365025915;7.5;9.73931773769436;8.52944335880844;214.0;66.0;27.0;Pass
27;4.48711973789614;0.512880262103863;10.0;6.26610032762983;8.5096601965779;8.01288026210386;6.13788026210386;6.68813377017311;116.0;1.0;18.0;Pass
19;5.0;2.5;7.5;7.33498792076716;6.64500603961642;6.36000805282189;9.31001811884926;7.15002013205473;500.0;67.0;78.0;Pass
22;5.0;3.82918108603917;6.17081891396083;8.125;6.91459054301959;6.71945405735945;5.46663782792166;6.49792387635292;469.0;58.0;77.0;Pass
19;5.2322383999126;2.7322383999126;7.03552320017479;8.29917879993445;6.30805959997815;5.9107461333042;7.66052320017479;5.75592053336247;496.0;69.0;74.0;Pass
46;2.5;2.64524556987453;9.85475443012547;8.67737721506273;9.8910658225941;9.90316962008364;8.2339341774059;9.87896202510456;27.0;1.0;4.0;Pass
22;5.0;0.756327296840027;9.24367270315997;5.75105454947334;7.80986362631666;7.33192726736888;5.625;5.87535151649111;167.0;6.0;25.0;Pass
35;3.74871448031627;3.74871448031627;7.50257103936747;7.8134641397628;8.1269282795256;8.33504735957831;6.56410689960467;7.91880919947289;243.0;27.0;31.0;Pass
19;4.17965565051418;2.5;8.32034434948582;7.09956956314272;6.25;6.10678144982861;7.91991391262854;6.10678144982861;486.0;58.0;78.0;Pass
22;5.0;0.0869049236644059;9.91309507633559;5.6684524618322;8.0598213072517;7.41309507633559;5.5815475381678;5.83333333333333;157.0;4.0;24.0;Pass
19;2.5;5.0;7.5;8.75;8.125;5.83333333333333;5.625;5.83333333333333;464.0;36.0;86.0;Fail
19;1.98402390175033;5.51597609824967;7.5;7.84704182806308;7.73801792631275;6.349309431583;6.14097609824967;5.5753452842085;470.0;34.0;85.0;Fail
19;2.5;5.0;7.5;7.06087870741612;5.69236387775163;5.24783827655483;5.0;4.96589936539143;439.0;44.0;52.0;Fail
20;2.5;5.0;7.5;7.32096258143429;8.03385032573715;6.78385032573715;8.5677006514743;5.53602494571047;569.0;17.0;77.0;Fail
20;3.68751426809467;3.81248573190533;7.5;9.34375713404734;7.53124286595266;6.22917142269822;5.32812143297633;7.4166856907929;385.0;36.0;61.0;Fail
31;2.18740357435308;5.31259642564692;7.5;9.29685089358827;7.57814910641173;7.39580119145103;6.25;7.18740357435308;0.0;0.0;0.0;Pass
19;2.5;2.5;10.0;8.38161657957244;7.04607771971496;8.21928152019003;5.68431087885983;5.45620725257322;372.0;62.0;37.0;Pass
19;2.5;2.5;10.0;7.77199759642826;6.99266746785725;8.01955341904735;5.0;5.31377991428599;336.0;52.0;38.0;Pass
28;2.5;5.0;7.5;9.07261056519928;8.10477886960143;6.69362817386476;4.4356633911957;5.88725634772951;158.0;18.0;28.0;Pass
20;2.5;2.89532581053209;9.60467418946791;8.22383145263302;7.17149435789906;7.93800752280125;4.60467418946791;4.86822472982264;350.0;59.0;38.0;Pass
18;2.5;5.0;7.5;6.35954599783872;5.40590800432255;5.43818399135489;7.06181600864511;5.48969733189248;270.0;12.0;34.0;Fail
18;2.5;5.0;7.5;6.32629090789123;5.70129090789123;5.10172121052165;7.34741818421753;5.53534141227525;277.0;9.0;35.0;Fail
18;2.5;5.07424157229252;7.42575842770748;6.32424157229252;5.58787921385374;5.02474719076417;7.57424157229252;5.44141385743084;275.0;10.0;34.0;Fail
27;2.6023589540273;7.3976410459727;5.0;9.8976410459727;9.24705130746588;9.82940174328784;10.0;8.56234191761662;11.0;3.0;1.0;Fail
26;2.5;7.5;5.0;9.92534683260601;9.375;9.85069366521202;9.88802024890902;8.70023122173734;16.0;1.0;3.0;Fail
18;2.35560474277008;5.14439525722992;7.5;6.35829644292244;5.73329644292244;5.04813175240997;7.21120948554017;5.48886429528162;284.0;11.0;37.0;Fail
18;3.25326329970267;4.24673670029733;7.5;7.379894949554;6.189947474777;6.25543883283778;7.68831582492567;6.54656161622067;310.0;9.0;41.0;Fail
