cause_topic,relation_type,effect_topic,policy_share,sentiment_share,signed_gap,absolute_gap,country
3,requires_or_depends_on,3,0.0,0.0,0.0,0.0,france
3,requires_or_depends_on,4,0.002296923365802952,0.0,0.002296923365802952,0.002296923365802952,france
3,requires_or_depends_on,5,0.0,0.0,0.0,0.0,france
3,requires_or_depends_on,6,0.0,0.0,0.0,0.0,france
3,requires_or_depends_on,7,0.0,0.0,0.0,0.0,france
3,requires_or_depends_on,8,0.0,0.0,0.0,0.0,france
3,risks_or_threatens,0,0.0,0.0,0.0,0.0,france
3,risks_or_threatens,1,0.0,0.0,0.0,0.0,france
3,risks_or_threatens,2,0.0,0.0,0.0,0.0,france
3,risks_or_threatens,3,0.0,0.0,0.0,0.0,france
3,risks_or_threatens,4,0.0,0.0,0.0,0.0,france
3,risks_or_threatens,5,0.0017074295710575924,0.0,0.0017074295710575924,0.0017074295710575924,france
3,risks_or_threatens,6,0.0,0.0,0.0,0.0,france
3,risks_or_threatens,7,0.0,0.0,0.0,0.0,france
3,risks_or_threatens,8,0.0,0.0,0.0,0.0,france
4,causes_or_increases,0,0.002429826331097013,0.0,0.002429826331097013,0.002429826331097013,france
4,causes_or_increases,1,0.0,0.0,0.0,0.0,france
4,causes_or_increases,2,0.0,0.0,0.0,0.0,france
4,causes_or_increases,3,0.0,0.0,0.0,0.0,france
4,causes_or_increases,4,0.0,0.0,0.0,0.0,france
4,causes_or_increases,5,0.0,0.0,0.0,0.0,france
4,causes_or_increases,6,0.004953944619761691,0.0,0.004953944619761691,0.004953944619761691,france
4,causes_or_increases,7,0.0,0.0,0.0,0.0,france
4,causes_or_increases,8,0.0,0.0,0.0,0.0,france
4,enables_or_supports,0,0.001939408423928317,0.0,0.001939408423928317,0.001939408423928317,france
4,enables_or_supports,1,0.0,0.0,0.0,0.0,france
4,enables_or_supports,2,0.0009390139123197492,0.0,0.0009390139123197492,0.0009390139123197492,france
4,enables_or_supports,3,0.0,0.0,0.0,0.0,france
4,enables_or_supports,4,0.0,0.0,0.0,0.0,france
4,enables_or_supports,5,0.0,0.0,0.0,0.0,france
4,enables_or_supports,6,0.012472306193600633,0.0,0.012472306193600633,0.012472306193600633,france
4,enables_or_supports,7,0.0,0.0,0.0,0.0,france
4,enables_or_supports,8,0.0014164534273809583,0.07449372105894636,-0.0730772676315654,0.0730772676315654,france
4,expected_to_improve,0,0.0,0.0,0.0,0.0,france
4,expected_to_improve,1,0.0,0.0,0.0,0.0,france
4,expected_to_improve,2,0.0,0.0,0.0,0.0,france
4,expected_to_improve,3,0.0,0.0,0.0,0.0,france
4,expected_to_improve,4,0.0,0.0,0.0,0.0,france
4,expected_to_improve,5,0.0,0.0,0.0,0.0,france
4,expected_to_improve,6,0.0,0.0,0.0,0.0,france
4,expected_to_improve,7,0.0,0.0,0.0,0.0,france
4,expected_to_improve,8,0.0,0.0,0.0,0.0,france
4,reduces_or_prevents,0,0.0,0.0,0.0,0.0,france
4,reduces_or_prevents,1,0.0,0.0,0.0,0.0,france
4,reduces_or_prevents,2,0.0,0.0,0.0,0.0,france
4,reduces_or_prevents,3,0.0,0.0,0.0,0.0,france
4,reduces_or_prevents,4,0.0,0.0,0.0,0.0,france
4,reduces_or_prevents,5,0.0,0.0,0.0,0.0,france
4,reduces_or_prevents,6,0.0,0.0,0.0,0.0,france
4,reduces_or_prevents,7,0.0,0.0,0.0,0.0,france
4,reduces_or_prevents,8,0.0,0.0,0.0,0.0,france
4,requires_or_depends_on,0,0.002145006793934494,0.0,0.002145006793934494,0.002145006793934494,france
4,requires_or_depends_on,1,0.0,0.0,0.0,0.0,france
4,requires_or_depends_on,2,0.0,0.0,0.0,0.0,france
4,requires_or_depends_on,3,0.0,0.0,0.0,0.0,france
4,requires_or_depends_on,4,0.0,0.0,0.0,0.0,france
4,requires_or_depends_on,5,0.0012232645224901297,0.0,0.0012232645224901297,0.0012232645224901297,france
4,requires_or_depends_on,6,0.0,0.0,0.0,0.0,france
4,requires_or_depends_on,7,0.0,0.0,0.0,0.0,france
4,requires_or_depends_on,8,0.0,0.0,0.0,0.0,france
4,risks_or_threatens,0,0.0,0.0,0.0,0.0,france
4,risks_or_threatens,1,0.0,0.0,0.0,0.0,france
4,risks_or_threatens,2,0.0,0.0,0.0,0.0,france
4,risks_or_threatens,3,0.0,0.0,0.0,0.0,france
4,risks_or_threatens,4,0.0,0.0,0.0,0.0,france
4,risks_or_threatens,5,0.0,0.0,0.0,0.0,france
4,risks_or_threatens,6,0.0,0.0,0.0,0.0,france
4,risks_or_threatens,7,0.0,0.0,0.0,0.0,france
4,risks_or_threatens,8,0.0,0.0,0.0,0.0,france
5,causes_or_increases,0,0.004003050752372084,0.0,0.004003050752372084,0.004003050752372084,france
5,causes_or_increases,1,0.001287167476122188,0.0,0.001287167476122188,0.001287167476122188,france
5,causes_or_increases,2,0.0058758154308267505,0.0,0.0058758154308267505,0.0058758154308267505,france
5,causes_or_increases,3,0.0,0.0,0.0,0.0,france
5,causes_or_increases,4,0.0,0.0,0.0,0.0,france
5,causes_or_increases,5,0.0009185883017614145,0.004026887562073402,-0.003108299260311988,0.003108299260311988,france
5,causes_or_increases,6,0.0,0.0,0.0,0.0,france
5,causes_or_increases,7,0.0,0.0,0.0,0.0,france
5,causes_or_increases,8,0.003940738638407612,0.0,0.003940738638407612,0.003940738638407612,france
5,enables_or_supports,0,0.0,0.0,0.0,0.0,france
5,enables_or_supports,1,0.0030354444291336956,0.0,0.0030354444291336956,0.0030354444291336956,france
5,enables_or_supports,2,0.0,0.0,0.0,0.0,france
5,enables_or_supports,3,0.0,0.0,0.0,0.0,france
5,enables_or_supports,4,0.001172152037147936,0.0,0.001172152037147936,0.001172152037147936,france
5,enables_or_supports,5,0.0,0.10327322572755117,-0.10327322572755117,0.10327322572755117,france
5,enables_or_supports,6,0.0,0.0,0.0,0.0,france
5,enables_or_supports,7,0.0019156430566482957,0.0,0.0019156430566482957,0.0019156430566482957,france
5,enables_or_supports,8,0.0,0.0,0.0,0.0,france
5,expected_to_improve,0,0.0030293741668600558,0.0,0.0030293741668600558,0.0030293741668600558,france
5,expected_to_improve,1,0.0,0.0,0.0,0.0,france
5,expected_to_improve,2,0.0,0.0,0.0,0.0,france
5,expected_to_improve,3,0.001469404607958027,0.0,0.001469404607958027,0.001469404607958027,france
5,expected_to_improve,4,0.0,0.0,0.0,0.0,france
5,expected_to_improve,5,0.0012659810391257328,0.026839114374987184,-0.02557313333586145,0.02557313333586145,france
5,expected_to_improve,6,0.0,0.0,0.0,0.0,france
5,expected_to_improve,7,0.0,0.0,0.0,0.0,france
5,expected_to_improve,8,0.0,0.0,0.0,0.0,france
5,reduces_or_prevents,0,0.0,0.0,0.0,0.0,france
5,reduces_or_prevents,1,0.0,0.0,0.0,0.0,france
5,reduces_or_prevents,2,0.005033455707578745,0.0,0.005033455707578745,0.005033455707578745,france
5,reduces_or_prevents,3,0.0,0.0,0.0,0.0,france
5,reduces_or_prevents,4,0.0,0.0,0.0,0.0,france
5,reduces_or_prevents,5,0.0,0.0,0.0,0.0,france
5,reduces_or_prevents,6,0.0,0.0,0.0,0.0,france
5,reduces_or_prevents,7,0.0,0.0,0.0,0.0,france
5,reduces_or_prevents,8,0.0,0.0,0.0,0.0,france
5,requires_or_depends_on,0,0.0,0.0,0.0,0.0,france
5,requires_or_depends_on,1,0.0,0.009778386877024127,-0.009778386877024127,0.009778386877024127,france
5,requires_or_depends_on,2,0.0,0.0,0.0,0.0,france
5,requires_or_depends_on,3,0.0,0.0,0.0,0.0,france
5,requires_or_depends_on,4,0.0,0.0,0.0,0.0,france
5,requires_or_depends_on,5,0.0,0.0,0.0,0.0,france
5,requires_or_depends_on,6,0.0,0.0,0.0,0.0,france
5,requires_or_depends_on,7,0.0,0.028731851479027796,-0.028731851479027796,0.028731851479027796,france
5,requires_or_depends_on,8,0.0,0.0,0.0,0.0,france
5,risks_or_threatens,0,0.0,0.0,0.0,0.0,france
5,risks_or_threatens,1,0.0,0.0,0.0,0.0,france
5,risks_or_threatens,2,0.003503420746945385,0.0,0.003503420746945385,0.003503420746945385,france
5,risks_or_threatens,3,0.0,0.0,0.0,0.0,france
5,risks_or_threatens,4,0.0,0.0,0.0,0.0,france
5,risks_or_threatens,5,0.0,0.0,0.0,0.0,france
5,risks_or_threatens,6,0.0,0.0,0.0,0.0,france
5,risks_or_threatens,7,0.002051890917050196,0.0,0.002051890917050196,0.002051890917050196,france
5,risks_or_threatens,8,0.0,0.0,0.0,0.0,france
6,causes_or_increases,0,0.005277968872212058,0.0,0.005277968872212058,0.005277968872212058,france
6,causes_or_increases,1,0.011466587656073408,0.0,0.011466587656073408,0.011466587656073408,france
6,causes_or_increases,2,0.004516194838811882,0.0,0.004516194838811882,0.004516194838811882,france
6,causes_or_increases,3,0.0015361449620050992,0.0,0.0015361449620050992,0.0015361449620050992,france
6,causes_or_increases,4,0.007682191462694568,0.0,0.007682191462694568,0.007682191462694568,france
6,causes_or_increases,5,0.010610211941801484,0.0,0.010610211941801484,0.010610211941801484,france
6,causes_or_increases,6,0.017005866714665144,0.0,0.017005866714665144,0.017005866714665144,france
6,causes_or_increases,7,0.0,0.0,0.0,0.0,france
6,causes_or_increases,8,0.004111823850386097,0.0,0.004111823850386097,0.004111823850386097,france
6,enables_or_supports,0,0.003355608180025159,0.0,0.003355608180025159,0.003355608180025159,france
6,enables_or_supports,1,0.0032741394967365617,0.0,0.0032741394967365617,0.0032741394967365617,france
6,enables_or_supports,2,0.0007923199200497906,0.0,0.0007923199200497906,0.0007923199200497906,france
6,enables_or_supports,3,0.0,0.0,0.0,0.0,france
6,enables_or_supports,4,0.0,0.0,0.0,0.0,france
6,enables_or_supports,5,0.0,0.008890224955267494,-0.008890224955267494,0.008890224955267494,france
6,enables_or_supports,6,0.00839154389352814,0.0,0.00839154389352814,0.00839154389352814,france
6,enables_or_supports,7,0.0,0.014906706803348383,-0.014906706803348383,0.014906706803348383,france
6,enables_or_supports,8,0.005179069885713363,0.0,0.005179069885713363,0.005179069885713363,france
6,expected_to_improve,0,0.0,0.0,0.0,0.0,france
6,expected_to_improve,1,0.0,0.0,0.0,0.0,france
6,expected_to_improve,2,0.0,0.0,0.0,0.0,france
6,expected_to_improve,3,0.0,0.0,0.0,0.0,france
6,expected_to_improve,4,0.0019516614552219894,0.0,0.0019516614552219894,0.0019516614552219894,france
6,expected_to_improve,5,0.0,0.0,0.0,0.0,france
6,expected_to_improve,6,0.0,0.0,0.0,0.0,france
6,expected_to_improve,7,0.0,0.0,0.0,0.0,france
6,expected_to_improve,8,0.0,0.0,0.0,0.0,france
6,reduces_or_prevents,0,0.0,0.0,0.0,0.0,france
6,reduces_or_prevents,1,0.0,0.0,0.0,0.0,france
6,reduces_or_prevents,2,0.0,0.0,0.0,0.0,france
6,reduces_or_prevents,3,0.0,0.0,0.0,0.0,france
6,reduces_or_prevents,4,0.0,0.0,0.0,0.0,france
6,reduces_or_prevents,5,0.0,0.0,0.0,0.0,france
6,reduces_or_prevents,6,0.0028035832563443695,0.0,0.0028035832563443695,0.0028035832563443695,france
6,reduces_or_prevents,7,0.0011040035420721095,0.0,0.0011040035420721095,0.0011040035420721095,france
6,reduces_or_prevents,8,0.0,0.0,0.0,0.0,france
6,requires_or_depends_on,0,0.0,0.0,0.0,0.0,france
6,requires_or_depends_on,1,0.007816612586089188,0.0,0.007816612586089188,0.007816612586089188,france
6,requires_or_depends_on,2,0.0,0.0,0.0,0.0,france
6,requires_or_depends_on,3,0.0,0.0,0.0,0.0,france
6,requires_or_depends_on,4,0.0,0.0,0.0,0.0,france
6,requires_or_depends_on,5,0.0,0.0,0.0,0.0,france
6,requires_or_depends_on,6,0.004105575273738044,0.0,0.004105575273738044,0.004105575273738044,france
6,requires_or_depends_on,7,0.0,0.0,0.0,0.0,france
6,requires_or_depends_on,8,0.0,0.0,0.0,0.0,france
6,risks_or_threatens,0,0.0,0.0,0.0,0.0,france
6,risks_or_threatens,1,0.0,0.0,0.0,0.0,france
6,risks_or_threatens,2,0.0,0.0,0.0,0.0,france
6,risks_or_threatens,3,0.0,0.0,0.0,0.0,france
6,risks_or_threatens,4,0.0,0.0,0.0,0.0,france
6,risks_or_threatens,5,0.0,0.0,0.0,0.0,france
6,risks_or_threatens,6,0.0024380324531209333,0.0,0.0024380324531209333,0.0024380324531209333,france
6,risks_or_threatens,7,0.0,0.0,0.0,0.0,france
6,risks_or_threatens,8,0.0,0.0,0.0,0.0,france
7,causes_or_increases,0,0.0,0.0,0.0,0.0,france
7,causes_or_increases,1,0.0,0.0,0.0,0.0,france
7,causes_or_increases,2,0.0009463946490861755,0.0,0.0009463946490861755,0.0009463946490861755,france
7,causes_or_increases,3,0.0,0.0,0.0,0.0,france
7,causes_or_increases,4,0.0,0.0,0.0,0.0,france
7,causes_or_increases,5,0.0,0.02929629807219548,-0.02929629807219548,0.02929629807219548,france
7,causes_or_increases,6,0.0,0.0,0.0,0.0,france
7,causes_or_increases,7,0.0,0.0,0.0,0.0,france
7,causes_or_increases,8,0.0006256405138480789,0.0,0.0006256405138480789,0.0006256405138480789,france
7,enables_or_supports,0,0.0,0.0,0.0,0.0,france
7,enables_or_supports,1,0.0,0.0,0.0,0.0,france
7,enables_or_supports,2,0.000917035800677867,0.0,0.000917035800677867,0.000917035800677867,france
7,enables_or_supports,3,0.0,0.0,0.0,0.0,france
7,enables_or_supports,4,0.0,0.0,0.0,0.0,france
7,enables_or_supports,5,0.0,0.0,0.0,0.0,france
7,enables_or_supports,6,0.0008802509538950279,0.0,0.0008802509538950279,0.0008802509538950279,france
7,enables_or_supports,7,0.0,0.0,0.0,0.0,france
